time	V(n003)
1.002424397667741e-002	-8.498725e-003
1.002488825264146e-002	-9.462281e-003
1.002534842158838e-002	-1.015056e-002
1.002556226574407e-002	-1.047034e-002
1.002580524453314e-002	-1.083362e-002
1.002606403548752e-002	-1.122065e-002
1.002642942707885e-002	-1.176702e-002
1.002658194227143e-002	-1.199512e-002
1.002669824677345e-002	-1.216904e-002
1.002680562513956e-002	-1.232959e-002
1.002693421347687e-002	-1.252188e-002
1.002709586022041e-002	-1.276360e-002
1.002732511363992e-002	-1.310641e-002
1.002768285092750e-002	-1.364135e-002
1.002805569235441e-002	-1.419887e-002
1.002858511119493e-002	-1.499052e-002
1.002922987156392e-002	-1.595463e-002
1.003022878920009e-002	-1.744831e-002
1.003165912674282e-002	-1.958709e-002
1.003425684848107e-002	-2.347143e-002
1.003881711248928e-002	-3.029031e-002
1.004420256473821e-002	-3.834306e-002
1.004428495420589e-002	-3.846625e-002
1.004444973314124e-002	-3.871264e-002
1.004477929101196e-002	-3.920542e-002
1.004543840675340e-002	-4.019097e-002
1.004675663823628e-002	-4.216208e-002
1.004918032076877e-002	-4.578613e-002
1.005191810615639e-002	-4.987983e-002
1.005627268755294e-002	-5.639105e-002
1.006192587976625e-002	-6.484396e-002
1.007323226419290e-002	-8.174960e-002
1.009584503304617e-002	-1.155604e-001
1.011936496557783e-002	-1.507269e-001
1.013037257625274e-002	-1.671850e-001
1.014181237603591e-002	-1.842890e-001
1.015587202650783e-002	-2.053099e-001
1.015643382028224e-002	-2.061498e-001
1.015755740783106e-002	-2.078297e-001
1.015980458292869e-002	-2.111894e-001
1.016429893312395e-002	-2.179089e-001
1.016611426786343e-002	-2.206230e-001
1.016729247780167e-002	-2.223845e-001
1.016791230159183e-002	-2.233112e-001
1.016845670167962e-002	-2.241251e-001
1.016881432139393e-002	-2.246598e-001
1.016914128718919e-002	-2.251486e-001
1.016961035659982e-002	-2.258499e-001
1.017005090346536e-002	-2.265086e-001
1.017044938947933e-002	-2.271044e-001
1.017073768153096e-002	-2.275354e-001
1.017106221905224e-002	-2.280206e-001
1.017138802218927e-002	-2.285077e-001
1.017171777064464e-002	-2.290007e-001
1.017210367096764e-002	-2.295776e-001
1.017256044686760e-002	-2.302606e-001
1.017331614893287e-002	-2.313904e-001
1.017388058990566e-002	-2.322343e-001
1.017441423189557e-002	-2.330321e-001
1.017498640631164e-002	-2.338876e-001
1.017550607868667e-002	-2.346645e-001
1.017618981983488e-002	-2.356867e-001
1.017742459925244e-002	-2.375328e-001
1.017960152334028e-002	-2.407875e-001
1.018160351594682e-002	-2.437806e-001
1.018372027873762e-002	-2.469453e-001
1.018564751648422e-002	-2.498266e-001
1.018758100092082e-002	-2.527173e-001
1.018833372739061e-002	-2.538427e-001
1.018866149206688e-002	-2.543327e-001
1.018898816149216e-002	-2.548211e-001
1.018920249053483e-002	-2.551415e-001
1.018945224565899e-002	-2.555149e-001
1.018981543855766e-002	-2.560579e-001
1.019020947696398e-002	-2.566470e-001
1.019091785142408e-002	-2.577061e-001
1.019165142706499e-002	-2.588028e-001
1.019302451614562e-002	-2.608556e-001
1.019434026485723e-002	-2.628227e-001
1.019522040569382e-002	-2.641386e-001
1.019595455504595e-002	-2.652362e-001
1.019675233752483e-002	-2.664289e-001
1.019770348342551e-002	-2.678509e-001
1.019859284098288e-002	-2.691805e-001
1.020029522726327e-002	-2.717257e-001
1.020255466777183e-002	-2.751036e-001
1.020652956837593e-002	-2.810462e-001
1.021381639766456e-002	-2.919402e-001
1.022640839569406e-002	-3.107652e-001
1.025159239175305e-002	-3.484144e-001
1.030196038387105e-002	-4.237097e-001
1.038008538387105e-002	-5.404922e-001
1.045821038387105e-002	-6.572665e-001
1.053633538387105e-002	-7.740316e-001
1.061446038387105e-002	-8.907875e-001
1.069258538387105e-002	-1.007534e+000
1.077071038387105e-002	-1.124272e+000
1.084883538387105e-002	-1.241001e+000
1.092696038387105e-002	-1.357720e+000
1.100508538387105e-002	-1.474430e+000
1.116133538387105e-002	-1.707824e+000
1.139571038387105e-002	-2.057845e+000
1.148499609815677e-002	-2.191185e+000
1.157428181244248e-002	-2.324498e+000
1.166356752672820e-002	-2.457782e+000
1.175285324101391e-002	-2.591039e+000
1.184213895529962e-002	-2.724268e+000
1.193142466958534e-002	-2.857470e+000
1.202071038387105e-002	-2.990644e+000
1.217696038387105e-002	-3.223438e+000
1.225508538387105e-002	-3.339696e+000
1.233321038387105e-002	-3.455814e+000
1.241133538387105e-002	-3.571786e+000
1.242110100887105e-002	-3.586263e+000
1.244063225887105e-002	-3.615179e+000
1.246282692295857e-002	-3.648009e+000
1.246615784181422e-002	-3.652930e+000
1.247281967952550e-002	-3.662764e+000
1.247448513895332e-002	-3.665221e+000
1.247781605780897e-002	-3.670133e+000
1.247855477281275e-002	-3.671221e+000
1.248003220282033e-002	-3.673398e+000
1.248122780222051e-002	-3.675160e+000
1.248146370493660e-002	-3.675507e+000
1.248193551036878e-002	-3.676203e+000
1.248264078385523e-002	-3.677244e+000
1.248317913694782e-002	-3.678041e+000
1.248357648703175e-002	-3.678634e+000
1.248386761415419e-002	-3.679075e+000
1.248410733878559e-002	-3.679452e+000
1.248428178839295e-002	-3.679750e+000
1.248440074334880e-002	-3.679989e+000
1.248448610738347e-002	-3.680212e+000
1.248455554769877e-002	-3.680478e+000
1.248461968227442e-002	-3.680861e+000
1.248468759888702e-002	-3.681468e+000
1.248476141735221e-002	-3.682415e+000
1.248484497662675e-002	-3.684025e+000
1.248493495424103e-002	-3.686733e+000
1.248501765399032e-002	-3.690518e+000
1.248511395647321e-002	-3.696201e+000
1.248516124156018e-002	-3.698896e+000
1.248521671772866e-002	-3.700933e+000
1.248527494378852e-002	-3.701630e+000
1.248540100249133e-002	-3.701509e+000
1.248558890573135e-002	-3.701653e+000
1.248572859467179e-002	-3.701675e+000
1.248600797255267e-002	-3.701152e+000
1.248612502373776e-002	-3.695394e+000
1.248617222176240e-002	-3.688026e+000
1.248622293846743e-002	-3.679518e+000
1.248623383178896e-002	-3.678842e+000
1.248624536530343e-002	-3.678868e+000
1.248625560955361e-002	-3.679028e+000
1.248628264171506e-002	-3.679671e+000
1.248629764362779e-002	-3.680007e+000
1.248631413494421e-002	-3.680296e+000
1.248633253262497e-002	-3.680504e+000
1.248635492471444e-002	-3.680615e+000
1.248638460502991e-002	-3.680617e+000
1.248649831394616e-002	-3.680297e+000
1.248663385557962e-002	-3.680059e+000
1.248713730693251e-002	-3.679266e+000
1.248909853681278e-002	-3.676303e+000
1.249011975821591e-002	-3.674770e+000
1.249148329888366e-002	-3.672725e+000
1.249432521707176e-002	-3.668464e+000
1.249716713525987e-002	-3.664204e+000
1.250000905344797e-002	-3.659944e+000
1.250285097163607e-002	-3.655683e+000
1.250569288982418e-002	-3.651423e+000
1.250853480801228e-002	-3.647163e+000
1.251137672620039e-002	-3.642902e+000
1.252809462841645e-002	-3.617841e+000
1.256153043284858e-002	-3.567720e+000
1.262840204171284e-002	-3.467484e+000
1.270652704171284e-002	-3.350387e+000
1.278465204171284e-002	-3.233296e+000
1.279441766671284e-002	-3.218661e+000
1.281394891671284e-002	-3.189391e+000
1.285301141671284e-002	-3.130852e+000
1.285391899919015e-002	-3.129492e+000
1.285573416414478e-002	-3.126772e+000
1.285801927395457e-002	-3.123348e+000
1.285985693455394e-002	-3.120594e+000
1.286227516958061e-002	-3.116970e+000
1.286352448516319e-002	-3.115098e+000
1.286433005657878e-002	-3.113891e+000
1.286485397603250e-002	-3.113106e+000
1.286523153794608e-002	-3.112540e+000
1.286561725260416e-002	-3.111962e+000
1.286608595127878e-002	-3.111259e+000
1.286662640034759e-002	-3.110449e+000
1.286720722340319e-002	-3.109579e+000
1.286770630941009e-002	-3.108831e+000
1.286831510074639e-002	-3.107919e+000
1.286887199868489e-002	-3.107084e+000
1.286953925120056e-002	-3.106084e+000
1.287019316884010e-002	-3.105104e+000
1.287096662510132e-002	-3.103945e+000
1.287176245049554e-002	-3.102753e+000
1.287267550014209e-002	-3.101385e+000
1.287351348371990e-002	-3.100129e+000
1.287392969605514e-002	-3.099505e+000
1.287421920950370e-002	-3.099071e+000
1.287433742352745e-002	-3.098894e+000
1.287448239556477e-002	-3.098677e+000
1.287462109951584e-002	-3.098469e+000
1.287475650893307e-002	-3.098266e+000
1.287488595268057e-002	-3.098072e+000
1.287496993046032e-002	-3.097946e+000
1.287504479976163e-002	-3.097834e+000
1.287513515069793e-002	-3.097699e+000
1.287522532086875e-002	-3.097564e+000
1.287531936878788e-002	-3.097423e+000
1.287550746462613e-002	-3.097141e+000
1.287570758958209e-002	-3.096841e+000
1.287607611923743e-002	-3.096289e+000
1.287645055130813e-002	-3.095727e+000
1.287705359051342e-002	-3.094824e+000
1.287776765668584e-002	-3.093754e+000
1.287897693824272e-002	-3.091942e+000
1.288076490413420e-002	-3.089262e+000
1.288179544882647e-002	-3.087718e+000
1.288330688156393e-002	-3.085453e+000
1.288477263273172e-002	-3.083257e+000
1.288610947605132e-002	-3.081254e+000
1.288817059294618e-002	-3.078165e+000
1.289103502422801e-002	-3.073873e+000
1.289545555611108e-002	-3.067248e+000
1.290247747248376e-002	-3.056726e+000
1.291555533327107e-002	-3.037129e+000
1.292942400733084e-002	-3.016348e+000
1.295011011248512e-002	-2.985351e+000
1.297432439825901e-002	-2.949069e+000
1.301254960103407e-002	-2.891794e+000
1.305666320157359e-002	-2.825700e+000
1.312137378347973e-002	-2.728751e+000
1.319720825325131e-002	-2.615144e+000
1.327533325325131e-002	-2.498115e+000
1.335345825325131e-002	-2.381094e+000
1.342671437030193e-002	-2.271375e+000
1.380617865601621e-002	-1.703166e+000
1.418564294173050e-002	-1.135175e+000
1.456510722744478e-002	-5.674044e-001
1.494457151315907e-002	1.475130e-004
1.532403579887335e-002	5.674803e-001
1.570350008458763e-002	1.134594e+000
1.608296437030192e-002	1.701488e+000
1.623921437030192e-002	1.934951e+000
1.639546437030191e-002	2.168304e+000
1.655171437030191e-002	2.401546e+000
1.670796437030191e-002	2.634678e+000
1.686421437030190e-002	2.867700e+000
1.702046437030190e-002	3.100612e+000
1.717671437030190e-002	3.333413e+000
1.725483937030189e-002	3.449541e+000
1.733296437030189e-002	3.565528e+000
1.734272999530189e-002	3.580007e+000
1.736226124530189e-002	3.608926e+000
1.739126569781071e-002	3.651829e+000
1.739399348407593e-002	3.655859e+000
1.739944905660638e-002	3.663910e+000
1.740081294973899e-002	3.665922e+000
1.740354073600422e-002	3.669944e+000
1.740422268257052e-002	3.670949e+000
1.740558657570313e-002	3.672959e+000
1.740698285961737e-002	3.675016e+000
1.740787024420174e-002	3.676324e+000
1.740799266166600e-002	3.676505e+000
1.740823749659452e-002	3.676866e+000
1.740872716645155e-002	3.677590e+000
1.740916685765172e-002	3.678242e+000
1.740950860027559e-002	3.678754e+000
1.740978942211507e-002	3.679184e+000
1.741000963494056e-002	3.679538e+000
1.741016380768361e-002	3.679813e+000
1.741026842858806e-002	3.680041e+000
1.741034638487029e-002	3.680273e+000
1.741041286193982e-002	3.680571e+000
1.741047714774935e-002	3.681024e+000
1.741055508897640e-002	3.681829e+000
1.741062726389392e-002	3.682927e+000
1.741072116990979e-002	3.685126e+000
1.741080613941426e-002	3.688254e+000
1.741089423624239e-002	3.692869e+000
1.741096088408302e-002	3.696964e+000
1.741100800712261e-002	3.699414e+000
1.741107134484149e-002	3.701156e+000
1.741112923958272e-002	3.701505e+000
1.741125625106348e-002	3.701321e+000
1.741161311145838e-002	3.701324e+000
1.741190023643251e-002	3.699848e+000
1.741197944975521e-002	3.694489e+000
1.741202101434681e-002	3.687012e+000
1.741205165673749e-002	3.681284e+000
1.741206304812535e-002	3.680170e+000
1.741207667305362e-002	3.679620e+000
1.741209112047541e-002	3.679419e+000
1.741210529278559e-002	3.679473e+000
1.741212018092205e-002	3.679671e+000
1.741215250682332e-002	3.680174e+000
1.741217081134463e-002	3.680379e+000
1.741219152918788e-002	3.680512e+000
1.741221735918169e-002	3.680558e+000
1.741225364737372e-002	3.680507e+000
1.741233486297818e-002	3.680289e+000
1.741238280469420e-002	3.680190e+000
1.741262397178459e-002	3.679802e+000
1.741286513887497e-002	3.679419e+000
1.741310630596536e-002	3.679042e+000
1.741334747305574e-002	3.678670e+000
1.741358864014612e-002	3.678303e+000
1.741382980723651e-002	3.677941e+000
1.741407097432689e-002	3.677585e+000
1.741763413581463e-002	3.672239e+000
1.742119729730236e-002	3.666895e+000
1.742476045879010e-002	3.661552e+000
1.742832362027783e-002	3.656210e+000
1.743188678176557e-002	3.650868e+000
1.743544994325330e-002	3.645528e+000
1.743901310474104e-002	3.640189e+000
1.766958281731822e-002	3.294617e+000
1.790015252989540e-002	2.949124e+000
1.813072224247259e-002	2.603711e+000
1.836129195504977e-002	2.258377e+000
1.859186166762696e-002	1.913123e+000
1.882243138020414e-002	1.567948e+000
1.905300109278133e-002	1.222853e+000
1.911996537849561e-002	1.122642e+000
1.918692966420990e-002	1.022438e+000
1.925389394992418e-002	9.222400e-001
1.932085823563846e-002	8.220493e-001
1.938782252135275e-002	7.218652e-001
1.945478680706703e-002	6.216878e-001
1.952175109278132e-002	5.215172e-001
1.959987609278132e-002	4.046599e-001
1.967800109278131e-002	2.878115e-001
1.974430242010846e-002	1.886544e-001
1.981316400346930e-002	8.567584e-002
1.988950082525176e-002	-2.847549e-002
1.989817441691209e-002	-4.144500e-002
1.991552160023274e-002	-6.738326e-002
1.991985839606291e-002	-7.386781e-002
1.992853198772323e-002	-8.683682e-002
1.993070038563832e-002	-9.007906e-002
1.993429615593338e-002	-9.545551e-002
1.993826363908607e-002	-1.013877e-001
1.994235979958526e-002	-1.075123e-001
1.994253796037954e-002	-1.077787e-001
1.994289428196809e-002	-1.083115e-001
1.994360692514521e-002	-1.093770e-001
1.994394929099114e-002	-1.098889e-001
1.994427296733497e-002	-1.103729e-001
1.994446684488152e-002	-1.106628e-001
1.994462026065229e-002	-1.108922e-001
1.994481080976969e-002	-1.111771e-001
1.994493144640223e-002	-1.113575e-001
1.994503376103472e-002	-1.115104e-001
1.994514573682301e-002	-1.116779e-001
1.994531605288934e-002	-1.119325e-001
1.994556582990988e-002	-1.123060e-001
1.994578706441472e-002	-1.126368e-001
1.994594333083076e-002	-1.128704e-001
1.994606530511025e-002	-1.130528e-001
1.994621236921324e-002	-1.132727e-001
1.994638235999641e-002	-1.135269e-001
1.994672234156276e-002	-1.140352e-001
1.994719651298055e-002	-1.147442e-001
1.994758650446564e-002	-1.153273e-001
1.994785155573426e-002	-1.157236e-001
1.994818535825513e-002	-1.162227e-001
1.994849344207338e-002	-1.166833e-001
1.994881315745826e-002	-1.171614e-001
1.994918627555272e-002	-1.177193e-001
1.994971374855282e-002	-1.185079e-001
1.995027043062974e-002	-1.193403e-001
1.995082743449827e-002	-1.201731e-001
1.995107353964052e-002	-1.205411e-001
1.995118620662889e-002	-1.207095e-001
1.995125570507207e-002	-1.208135e-001
1.995132371745383e-002	-1.209151e-001
1.995138506269931e-002	-1.210069e-001
1.995150775319028e-002	-1.211903e-001
1.995162364308310e-002	-1.213636e-001
1.995182777561769e-002	-1.216688e-001
1.995204131559204e-002	-1.219881e-001
1.995242858009243e-002	-1.225671e-001
1.995283167509468e-002	-1.231698e-001
1.995320722767282e-002	-1.237313e-001
1.995342162174506e-002	-1.240519e-001
1.995370362193718e-002	-1.244735e-001
1.995381300827873e-002	-1.246371e-001
1.995395555910737e-002	-1.248502e-001
1.995411532543730e-002	-1.250891e-001
1.995443485809715e-002	-1.255669e-001
1.995507392341685e-002	-1.265224e-001
1.995593011848328e-002	-1.278026e-001
1.995764250861614e-002	-1.303629e-001
1.996007630325773e-002	-1.340019e-001
1.996336992362048e-002	-1.389264e-001
1.996818962835883e-002	-1.461326e-001
1.997782903783554e-002	-1.605450e-001
1.999710785678895e-002	-1.893692e-001
2.003566549469576e-002	-2.470156e-001
2.011278077050939e-002	-3.623021e-001
2.019090577050938e-002	-4.790902e-001
2.026903077050938e-002	-5.958697e-001
2.033135987586801e-002	-6.890312e-001
2.047832250891569e-002	-9.086676e-001
2.066805465177283e-002	-1.192193e+000
2.085778679462997e-002	-1.475654e+000
2.104751893748711e-002	-1.759050e+000
2.123725108034425e-002	-2.042382e+000
2.142698322320139e-002	-2.325649e+000
2.161671536605853e-002	-2.608853e+000
2.180644750891567e-002	-2.891991e+000
2.186225108034424e-002	-2.975225e+000
2.191805465177281e-002	-3.058409e+000
2.197385822320138e-002	-3.141543e+000
2.202966179462995e-002	-3.224628e+000
2.208546536605852e-002	-3.307662e+000
2.214126893748709e-002	-3.390646e+000
2.219707250891566e-002	-3.473581e+000
2.227519750891566e-002	-3.589514e+000
2.228496313391566e-002	-3.603983e+000
2.230449438391566e-002	-3.632887e+000
2.230937719641566e-002	-3.640107e+000
2.231914282141566e-002	-3.654536e+000
2.232158422766566e-002	-3.658140e+000
2.232646704016566e-002	-3.665345e+000
2.232768774329066e-002	-3.667146e+000
2.233012914954066e-002	-3.670745e+000
2.233073950110316e-002	-3.671644e+000
2.233196020422816e-002	-3.673443e+000
2.233326624123546e-002	-3.675367e+000
2.233415743136955e-002	-3.676681e+000
2.233425006638428e-002	-3.676818e+000
2.233443533641374e-002	-3.677091e+000
2.233480587647266e-002	-3.677639e+000
2.233521190143178e-002	-3.678241e+000
2.233554729940092e-002	-3.678743e+000
2.233583038668474e-002	-3.679176e+000
2.233605820825588e-002	-3.679539e+000
2.233621918296641e-002	-3.679823e+000
2.233632762611050e-002	-3.680054e+000
2.233640717041526e-002	-3.680284e+000
2.233647416457980e-002	-3.680573e+000
2.233653826569787e-002	-3.681005e+000
2.233660927602517e-002	-3.681707e+000
2.233668336243062e-002	-3.682767e+000
2.233677209717070e-002	-3.684704e+000
2.233685972539956e-002	-3.687707e+000
2.233694430466495e-002	-3.691938e+000
2.233703038857626e-002	-3.697116e+000
2.233708092925204e-002	-3.699715e+000
2.233713994392386e-002	-3.701323e+000
2.233719449702179e-002	-3.701653e+000
2.233732649233775e-002	-3.701532e+000
2.233753322229673e-002	-3.701672e+000
2.233768441251224e-002	-3.701674e+000
2.233798679294328e-002	-3.696887e+000
2.233806523823874e-002	-3.689975e+000
2.233814885569752e-002	-3.679208e+000
2.233816709588447e-002	-3.678342e+000
2.233818151110451e-002	-3.678701e+000
2.233820712234309e-002	-3.679542e+000
2.233822106510154e-002	-3.679929e+000
2.233823748503993e-002	-3.680269e+000
2.233825545770689e-002	-3.680498e+000
2.233827844895875e-002	-3.680616e+000
2.233830981026512e-002	-3.680605e+000
2.233837062884994e-002	-3.680399e+000
2.233840843402059e-002	-3.680290e+000
2.233845450156950e-002	-3.680195e+000
2.233866589602574e-002	-3.679857e+000
2.233887729048199e-002	-3.679523e+000
2.233908868493823e-002	-3.679193e+000
2.233930007939448e-002	-3.678866e+000
2.233951147385072e-002	-3.678544e+000
2.233972286830696e-002	-3.678226e+000
2.233993426276321e-002	-3.677912e+000
2.234195421607185e-002	-3.674879e+000
2.234397416938049e-002	-3.671847e+000
2.234599412268913e-002	-3.668817e+000
2.234801407599778e-002	-3.665787e+000
2.235003402930642e-002	-3.662759e+000
2.235205398261506e-002	-3.659732e+000
2.235407393592371e-002	-3.656705e+000
2.271681363310243e-002	-3.113024e+000
2.307955333028116e-002	-2.569544e+000
2.344229302745989e-002	-2.026263e+000
2.380503272463861e-002	-1.483183e+000
2.416777242181734e-002	-9.403029e-001
2.453051211899606e-002	-3.976232e-001
2.489325181617479e-002	1.448563e-001
2.511646610188907e-002	4.785752e-001
2.533968038760335e-002	8.122182e-001
2.556289467331763e-002	1.145785e+000
2.578610895903191e-002	1.479277e+000
2.600932324474619e-002	1.812692e+000
2.623253753046047e-002	2.146032e+000
2.645575181617475e-002	2.479295e+000
2.653387681617475e-002	2.595913e+000
2.661200181617475e-002	2.712509e+000
2.669012681617475e-002	2.829072e+000
2.676183517472685e-002	2.936022e+000
2.683996017472685e-002	3.052488e+000
2.691808517472685e-002	3.168904e+000
2.692785079972685e-002	3.183450e+000
2.694738204972685e-002	3.212536e+000
2.695226486222685e-002	3.219807e+000
2.696203048722685e-002	3.234347e+000
2.696697067891960e-002	3.241701e+000
2.697685106230512e-002	3.256410e+000
2.698033713304583e-002	3.261599e+000
2.698234669194468e-002	3.264591e+000
2.698351582928306e-002	3.266331e+000
2.698418163026715e-002	3.267322e+000
2.698463065281249e-002	3.267990e+000
2.698506648505236e-002	3.268639e+000
2.698552302695984e-002	3.269318e+000
2.698608006692098e-002	3.270147e+000
2.698668065573990e-002	3.271041e+000
2.698718708448254e-002	3.271795e+000
2.698779820990218e-002	3.272705e+000
2.698836056155118e-002	3.273542e+000
2.698903845047029e-002	3.274550e+000
2.698970634841577e-002	3.275545e+000
2.699049903044072e-002	3.276724e+000
2.699131984095914e-002	3.277946e+000
2.699225433343482e-002	3.279337e+000
2.699311223591891e-002	3.280614e+000
2.699353771125674e-002	3.281247e+000
2.699383714187040e-002	3.281693e+000
2.699396069012417e-002	3.281876e+000
2.699411797251838e-002	3.282110e+000
2.699425689536803e-002	3.282317e+000
2.699439258023048e-002	3.282519e+000
2.699454587537285e-002	3.282747e+000
2.699463752922786e-002	3.282884e+000
2.699471579576811e-002	3.283000e+000
2.699481130573622e-002	3.283142e+000
2.699490390714933e-002	3.283280e+000
2.699500349871626e-002	3.283428e+000
2.699520268185014e-002	3.283725e+000
2.699540763184728e-002	3.284030e+000
2.699579088288591e-002	3.284600e+000
2.699617762364111e-002	3.285176e+000
2.699680891647515e-002	3.286115e+000
2.699755578499852e-002	3.287227e+000
2.699884230447803e-002	3.289141e+000
2.700076620254754e-002	3.292004e+000
2.700080709446176e-002	3.292065e+000
2.700088887829020e-002	3.292187e+000
2.700105244594709e-002	3.292430e+000
2.700137958126087e-002	3.292917e+000
2.700203385188841e-002	3.293891e+000
2.700327934769950e-002	3.295744e+000
2.700445149396296e-002	3.297488e+000
2.700618179208832e-002	3.300063e+000
2.700817242115638e-002	3.303025e+000
2.701141377338020e-002	3.307848e+000
2.701546763818898e-002	3.313880e+000
2.702357536780655e-002	3.325942e+000
2.703598318729974e-002	3.344399e+000
2.705133305107890e-002	3.367228e+000
2.707120837155823e-002	3.396779e+000
2.709775760931498e-002	3.436235e+000
2.713470082624862e-002	3.491099e+000
2.718241203282813e-002	3.561850e+000
2.724554619455036e-002	3.655318e+000
2.724693602641622e-002	3.657372e+000
2.724971569014793e-002	3.661474e+000
2.725527501761136e-002	3.669673e+000
2.725622789051707e-002	3.671078e+000
2.725813363632849e-002	3.673886e+000
2.725843888762080e-002	3.674336e+000
2.725904939020542e-002	3.675235e+000
2.726004239706395e-002	3.676699e+000
2.726070913823550e-002	3.677685e+000
2.726117786012132e-002	3.678381e+000
2.726151282389598e-002	3.678885e+000
2.726177892645775e-002	3.679298e+000
2.726197525438330e-002	3.679622e+000
2.726210855124248e-002	3.679874e+000
2.726220150068854e-002	3.680094e+000
2.726227433014022e-002	3.680339e+000
2.726233921561082e-002	3.680674e+000
2.726240476782232e-002	3.681195e+000
2.726247979687074e-002	3.682053e+000
2.726255721135996e-002	3.683365e+000
2.726264982036135e-002	3.685803e+000
2.726273386133906e-002	3.689246e+000
2.726282497307538e-002	3.694344e+000
2.726287727158263e-002	3.697572e+000
2.726292389119796e-002	3.699863e+000
2.726298072418581e-002	3.701212e+000
2.726304061566622e-002	3.701458e+000
2.726316981104530e-002	3.701310e+000
2.726338477613319e-002	3.701359e+000
2.726354097298148e-002	3.701290e+000
2.726385336667804e-002	3.695222e+000
2.726392623791958e-002	3.688263e+000
2.726400350185825e-002	3.678893e+000
2.726401781007523e-002	3.678448e+000
2.726403368864599e-002	3.678933e+000
2.726405594083818e-002	3.679643e+000
2.726407056544906e-002	3.680013e+000
2.726408803703260e-002	3.680325e+000
2.726410724707224e-002	3.680515e+000
2.726413243608263e-002	3.680583e+000
2.726417122231059e-002	3.680511e+000
2.726424499635591e-002	3.680267e+000
2.726428304783262e-002	3.680180e+000
2.726443576722911e-002	3.679929e+000
2.726453695869405e-002	3.679767e+000
2.726470112740482e-002	3.679508e+000
2.726502946482635e-002	3.679003e+000
2.726568613966941e-002	3.678007e+000
2.726640802897618e-002	3.676919e+000
2.726754281691863e-002	3.675215e+000
2.727023424789481e-002	3.671179e+000
2.727198901205259e-002	3.668548e+000
2.727850912747593e-002	3.658774e+000
2.737186250095265e-002	3.518848e+000
2.746521587442937e-002	3.378934e+000
2.755856924790610e-002	3.239033e+000
2.765192262138282e-002	3.099146e+000
2.774527599485955e-002	2.959270e+000
2.783862936833628e-002	2.819408e+000
2.793198274181300e-002	2.679559e+000
2.801010774181300e-002	2.562533e+000
2.808823274181299e-002	2.445516e+000
2.816635774181299e-002	2.328508e+000
2.824448274181299e-002	2.211509e+000
2.832260774181299e-002	2.094520e+000
2.840073274181299e-002	1.977540e+000
2.847885774181299e-002	1.860567e+000
2.850851497658168e-002	1.816165e+000
2.851592928527385e-002	1.805065e+000
2.853075790265819e-002	1.782865e+000
2.853877110834838e-002	1.770869e+000
2.854731273512867e-002	1.758081e+000
2.855851133320845e-002	1.741316e+000
2.857087471679914e-002	1.722808e+000
2.857129116299120e-002	1.722184e+000
2.857212405537532e-002	1.720937e+000
2.857378984014356e-002	1.718444e+000
2.857466507442553e-002	1.717133e+000
2.857535918380861e-002	1.716094e+000
2.857579469772047e-002	1.715442e+000
2.857616088789463e-002	1.714894e+000
2.857655831942118e-002	1.714299e+000
2.857690248813057e-002	1.713784e+000
2.857716035168310e-002	1.713398e+000
2.857745953890712e-002	1.712950e+000
2.857787847186543e-002	1.712323e+000
2.857830632546885e-002	1.711682e+000
2.857870461781603e-002	1.711086e+000
2.857907262174589e-002	1.710535e+000
2.857940914839202e-002	1.710031e+000
2.857969635667264e-002	1.709602e+000
2.857994154163336e-002	1.709234e+000
2.858018582519804e-002	1.708869e+000
2.858051110520641e-002	1.708382e+000
2.858099920645002e-002	1.707651e+000
2.858154197706647e-002	1.706838e+000
2.858197642923612e-002	1.706188e+000
2.858236679734228e-002	1.705604e+000
2.858282805955320e-002	1.704913e+000
2.858321817506920e-002	1.704329e+000
2.858375925041773e-002	1.703519e+000
2.858446450929974e-002	1.702464e+000
2.858587502706375e-002	1.700352e+000
2.858749808022475e-002	1.697922e+000
2.858904700402691e-002	1.695603e+000
2.859065390714317e-002	1.693198e+000
2.859220132028764e-002	1.690881e+000
2.859283447726148e-002	1.689934e+000
2.859323255607717e-002	1.689338e+000
2.859345012453581e-002	1.689012e+000
2.859365786537906e-002	1.688701e+000
2.859383218306143e-002	1.688440e+000
2.859402573065178e-002	1.688150e+000
2.859433871503317e-002	1.687682e+000
2.859464503525349e-002	1.687223e+000
2.859515945228202e-002	1.686453e+000
2.859570180970208e-002	1.685641e+000
2.859661493268186e-002	1.684274e+000
2.859761257745240e-002	1.682781e+000
2.859841495356167e-002	1.681580e+000
2.859902432729902e-002	1.680667e+000
2.859943976755228e-002	1.680045e+000
2.859990411113192e-002	1.679350e+000
2.860053958320139e-002	1.678399e+000
2.860119768234615e-002	1.677414e+000
2.860251388063565e-002	1.675444e+000
2.860514627721467e-002	1.671503e+000
2.860967906581233e-002	1.664717e+000
2.861588789300645e-002	1.655423e+000
2.862817304669771e-002	1.637033e+000
2.865274335408023e-002	1.600253e+000
2.870188396884528e-002	1.526697e+000
2.878000896884528e-002	1.409762e+000
2.885813396884528e-002	1.292835e+000
2.893625896884527e-002	1.175917e+000
2.901438396884527e-002	1.059009e+000
2.909250896884527e-002	9.421097e-001
2.917063396884527e-002	8.252195e-001
2.924875896884527e-002	7.083385e-001
2.932688396884527e-002	5.914667e-001
2.940500896884526e-002	4.746039e-001
2.948313396884526e-002	3.577503e-001
2.963938396884526e-002	1.240705e-001
